TechRep,Sample.Name,Standard,TissueWeight,Solvent,Area.Xanthophyll,Lutein Conversion,ug/g dry Lutein,Area.Lycopene,Lycopene Conversion,ug/g dry Lycopene,Area.zeta-Carotene,Zeta Conversion,ug/g dry Zeta,Area.alpha-Carotene,Alpha Conversion,ug/g dry Alpha,Area.beta-Carotene,Beta Conversion,ug/g dry Beta,Area.Phytoene,Phytoene Conversion,ug/g dry Phytoene,Total
80314B,80314,17986.86724,0.098,1.793626707,75067,4.173433817,76.38349341,13283,0.73848324,13.51595166,,0,0,208414,11.58700941,212.0690769,273217,15.18980467,278.0085646,,0,0,579.9770866
80315,80315,17986.86724,0.102,1.754172989,47695,2.651656865,45.60259657,21272,1.18264063,20.33878675,,0,0,509534,28.32811257,487.1804894,640288,35.59752743,612.1982462,12659,0.703791262,12.10364336,1177.423762
80315B,80315,17986.86724,0.102,1.754172989,48111,2.67478485,46.00034644,21571,1.199263869,20.62466947,,0,0,506939,28.18384065,484.6993333,636777,35.40232946,608.8412755,13352,0.742319372,12.7662411,1172.931866
80316,80316,17986.86724,0.1,1.801213961,111937,6.223262701,112.0942766,22387,1.244630302,22.41845475,19668,1.093464456,19.69563443,842191,46.82255052,843.3743166,1013679,56.35661766,1015.103265,54999,3.057730914,55.07627609,2067.762224
80316B,80316,17986.86724,0.1,1.801213961,114035,6.339903357,114.1952244,22887,1.272428361,22.91915727,23334,1.297279826,23.36678533,850331,47.27510292,851.5257537,1020711,56.74756957,1022.145145,55778,3.10104029,55.85637062,2090.008437
80317,80317,17986.86724,0.1,1.767830046,8986,0.49958672,8.831844132,,0,0,,0,0,26273,1.460676818,25.82228365,46188,2.567873515,45.39563953,,0,0,80.04976731
80317B,80317,17986.86724,0.1,1.767830046,8974,0.498919566,8.820049994,,0,0,,0,0,26345,1.464679738,25.89304848,46415,2.580493834,45.61874532,,0,0,80.33184379
80319,80319,17986.86724,0.099,1.820940819,10724,0.596212773,10.96634521,,0,0,,0,0,61999,3.446903742,63.40007803,115148,6.401781837,117.7501602,,0,0,192.1165835
80319B,80319,17986.86724,0.099,1.820940819,10565,0.58737299,10.80375207,,0,0,,0,0,61085,3.39608889,62.46542309,112553,6.25750991,115.0965174,,0,0,188.3656926
80320,80320,17986.86724,0.101,1.784522003,130395,7.249455854,128.0872622,29906,1.662657516,29.37672198,32968,1.83289283,32.38453054,877601,48.79120907,862.0691697,1284099,71.39091999,1261.372946,135569,7.53711017,133.1696925,2446.460323
80320B,80320,17986.86724,0.101,1.784522003,134520,7.478789842,132.1392577,31952,1.776407174,31.38651176,34717,1.930130441,34.10257664,888967,49.42311455,873.2340136,1330404,73.96529825,1306.858438,139466,7.753768243,136.9977231,2514.71852
80321,80321,17986.86724,0.099,1.75569044,10684,0.593988929,10.5339463,,0,0,,0,0,24408,1.356990057,24.06519667,51461,2.861031847,50.73824508,,0,0,85.33738804
80321B,80321,17986.86724,0.099,1.75569044,11082,0.616116184,10.9263565,,0,0,,0,0,25217,1.401967317,24.8628345,53205,2.957991477,52.4577511,,0,0,88.2469421
80322,80322,17986.86724,0.1,1.761760243,23562,1.309955741,23.07827944,,0,0,,0,0,44581,2.478530553,43.66576588,102946,5.723398001,100.8325505,,0,0,167.5765958
80322B,80322,17986.86724,0.1,1.761760243,24042,1.336641878,23.54842519,,0,0,,0,0,44871,2.494653427,43.94981227,103550,5.756978056,101.4241506,,0,0,168.922388
80324,80324,17986.86724,0.1,1.784522003,212931,11.83813708,211.2541609,32616,1.813322996,32.35914786,23418,1.3019499,23.23358243,357410,19.87060866,354.5953837,620693,34.50812149,615.8050209,18382,1.021967848,18.23724111,1255.484537
80324B,80324,17986.86724,0.1,1.784522003,220379,12.25221697,218.6435077,47907,2.663443242,47.5297307,24577,1.366385801,24.38345526,366824,20.39399052,363.9352482,635584,35.33600329,630.5787537,19076,1.060551554,18.92577583,1303.996471
80325,80325,17986.86724,0.097,1.82245827,298968,16.62146031,312.2878125,21790,1.211439419,22.76080194,86531,4.810787718,90.38618415,183103,10.17981606,191.2607213,555426,30.87952964,580.1716924,53553,2.977338927,55.93892732,1252.80614
80325B,80325,17986.86724,0.097,1.82245827,296507,16.48463827,309.7171684,21427,1.191258028,22.38162933,84400,4.69231239,88.16024248,184056,10.23279916,192.25618,541165,30.08667339,565.2753273,52970,2.94492639,55.32995313,1233.120501
80326,80326,17986.86724,0.1,1.781487102,252703,14.0493059,250.2865724,28951,1.609563223,28.6741612,71071,3.951271728,70.39139619,593625,33.00324576,587.9485664,1147757,63.81083402,1136.781778,86254,4.795387593,85.42921145,2159.511685
80326B,80326,17986.86724,0.1,1.781487102,256388,14.25417759,253.9363353,29390,1.633969919,29.10896335,72422,4.026382084,71.72947749,604302,33.59684552,598.5234695,1145297,63.67406757,1134.345301,86767,4.823908402,85.93730597,2173.580852
80330,80330,17986.86724,0.054,1.758725341,48059,2.671893852,87.02087829,,0,0,,0,0,,0,0,,0,0,,0,0,87.02087829
80330B,80330,17986.86724,0.054,1.758725341,50466,2.805713709,91.37925558,,0,0,,0,0,,0,0,,0,0,,0,0,91.37925558
80331,80331,17986.86724,0.101,1.758725341,37922,2.108316,36.71236414,19772,1.099246452,19.14131279,,0,0,165159,9.182199312,159.8907586,399718,22.22276924,386.9677962,15604,0.867521831,15.10626365,617.8184954
80331B,80331,17986.86724,0.101,1.758725341,35055,1.948921929,33.9368157,18647,1.036700819,18.05219804,,0,0,164888,9.167132764,159.628403,395751,22.00221944,383.1273356,14756,0.820376323,14.28531315,609.0300654
80332,80332,17986.86724,0.103,1.754172989,168862,9.388071739,159.8864259,,0,0,10807,0.600827251,10.23257219,90775,5.046737644,85.95000835,232941,12.95061541,220.559415,10227,0.568581502,9.683401106,486.3118225
80332B,80332,17986.86724,0.103,1.754172989,168034,9.342038153,159.1024368,,0,0,11790,0.655478235,11.16332248,90463,5.029391655,85.65459218,236454,13.14592457,223.8856874,8855,0.492303628,8.384327446,488.1903663
80333B,80333,17986.86724,0.1,1.813353566,3944,0.219271091,3.976160145,,0,0,,0,0,,0,0,,0,0,,0,0,3.976160145
80334,80334,17986.86724,0.101,1.766312595,93583,5.202851545,90.98873477,236555,13.15153978,229.9973302,,0,0,,0,0,455482,25.32303118,442.8553358,28126,1.563696425,27.34630386,791.1877047
80334B,80334,17986.86724,0.101,1.766312595,94847,5.273125038,92.21769474,231204,12.85404495,224.7946682,,0,0,,0,0,452521,25.15841108,439.9764193,27257,1.515383398,26.50139388,783.4901762
80335,80335,17986.86724,0.102,1.767830046,123892,6.887914296,119.3790377,55583,3.090199047,53.55830119,,0,0,,0,0,33293,1.850961569,32.08024975,26341,1.464457354,25.38148736,230.399076
80335B,80335,17986.86724,0.102,1.767830046,119783,6.659469846,115.4197145,53044,2.949040502,51.11178829,,0,0,,0,0,32093,1.784246227,30.92396165,25032,1.391682035,24.12016975,221.5756342
80336,80336,17986.86724,0.099,1.758725341,87845,4.883841017,86.7609592,58120,3.231246399,57.40277704,,0,0,,0,0,103749,5.768041684,102.4686978,31949,1.776240386,31.55473716,278.1871712
80336B,80336,17986.86724,0.099,1.758725341,88710,4.93193166,87.61528477,57371,3.189604906,56.66301998,,0,0,,0,0,104005,5.78227429,102.7215386,31260,1.73793466,30.87423968,277.8740831
80339,80339,17986.86724,0.1,1.729893778,3491,0.194086049,3.35748249,,0,0,,0,0,,0,0,,0,0,,0,0,3.35748249
80339B,80339,17986.86724,0.1,1.729893778,3949,0.219549071,3.797965727,,0,0,,0,0,,0,0,,0,0,,0,0,3.797965727
80340,80340,25877.383,0.1,1.737481032,82944,3.205270023,55.69095867,25341,0.979272131,17.01466753,19919,0.769745534,13.37418265,314205,12.14207016,210.966166,493585,19.07399214,331.4069955,12501,0.483085944,8.393526648,636.846497
80340b,80340,25877.383,0.1,1.737481032,86116,3.327848106,57.82072961,25094,0.969727117,16.84882471,21483,0.830184412,14.4242967,318945,12.3252417,214.1487367,502343,19.4124344,337.2873656,12660,0.489230306,8.500283767,649.030237
80341,80341,25877.383,0.101,1.746585736,105093,4.061191196,70.22988726,,0,0,,0,0,34111,1.318178117,22.79515938,118596,4.582998211,79.25345846,,0,0,172.2785051
80341b,80341,25877.383,0.101,1.746585736,112061,4.330461083,74.88635205,,0,0,,0,0,36119,1.395774836,24.13703385,126982,4.907064984,84.85752185,,0,0,183.8809077
80342,80342,25877.383,0.1,1.752655539,208195,8.045442617,141.0088956,22543,0.871146823,15.26820305,68347,2.641186707,46.29090511,284741,11.00346971,192.8529213,588760,22.75191429,398.7626859,31671,1.223887284,21.45052827,815.6341393
80342b,80342,25877.383,0.1,1.752655539,212492,8.211494957,143.9192212,24012,0.927914542,16.26314562,68545,2.648838177,46.42500901,294752,11.39033263,199.6332957,596302,23.04336571,403.8708254,31822,1.229722496,21.55279943,831.6642964
80343,80343,25877.383,0.101,1.752655539,118719,4.587751397,79.6113653,10045,0.388176811,6.736041952,29954,1.157535907,20.08674969,115604,4.46737601,77.52248818,305832,11.81850576,205.0868275,8234,0.318192918,5.5216097,394.5650823
80343b,80343,25877.383,0.101,1.752655539,121231,4.684824582,81.29587873,10305,0.398224194,6.910394456,29015,1.121249394,19.45706891,116086,4.486002313,77.8457109,310642,12.00438236,208.3123488,8767,0.338790055,5.879032334,399.7004342
80344,80344,25877.383,0.1,1.752655539,59151,2.285818469,40.06252401,24611,0.951062169,16.66884378,,0,0,295123,11.40466948,199.8845712,542396,20.96023389,367.3607001,9205,0.355716032,6.234476738,630.2111159
80344b,80344,25877.383,0.1,1.752655539,57012,2.203159415,38.61379552,22529,0.870605811,15.25872096,,0,0,276192,10.673104,187.0627484,528774,20.43382826,358.1346228,8375,0.323641691,5.672324028,604.7422117
80345,80345,25877.383,0.101,1.783004552,187443,7.243506811,127.873323,43010,1.662069151,29.34135508,94213,3.640746825,64.27196201,1017947,39.33732403,694.4418596,1724511,66.64163065,1176.458721,38934,1.504557088,26.56071422,2118.947935
80345b,80345,25877.383,0.101,1.783004552,162363,6.274320707,110.763786,36837,1.423521072,25.13014409,84517,3.266056695,57.6573659,886558,34.25995589,604.8084882,1512548,58.45057825,1031.857892,33584,1.297812843,22.91095255,1853.128629
80347,80347,25877.383,0.101,1.766312595,127355,4.921479116,86.06802522,17107,0.661079213,11.56111427,,0,0,203537,7.865439871,137.5527278,461034,17.81609833,311.572266,,0,0,546.7541333
80347b,80347,25877.383,0.101,1.766312595,127358,4.921595047,86.07005266,17516,0.676884521,11.83752134,,0,0,201233,7.776404593,135.9956572,458438,17.71577907,309.8178583,,0,0,543.7210895
80348,80348,25877.383,0.1,1.764795144,77871,3.009230107,53.1067468,11697,0.452016342,7.977162452,,0,0,311770,12.04797255,212.6220345,472046,18.24164368,321.9276419,13063,0.504803751,8.908752082,604.5423377
80348b,80348,25877.383,0.1,1.764795144,73786,2.851370249,50.32084369,10154,0.392388983,6.92486172,,0,0,290596,11.22972907,198.1817132,447071,17.27651517,304.8951008,11947,0.461677288,8.147658358,568.4701779
80349,80349,25877.383,0.101,1.772382398,9200,0.355522813,6.238835405,,0,0,,0,0,14220,0.549514609,9.643069506,35297,1.364009645,23.93610579,,0,0,39.8180107
80349b,80349,25877.383,0.101,1.772382398,10446,0.403672968,7.083790722,,0,0,,0,0,14734,0.569377514,9.991630528,37499,1.449103258,25.42935748,,0,0,42.50477873
80350,80350,25877.383,0.1,1.758725341,9757,0.377047401,6.631228188,,0,0,,0,0,15217,0.588042462,10.34205179,27158,1.049487887,18.45760942,,0,0,35.4308894
80350b,80350,25877.383,0.1,1.758725341,10553,0.407807853,7.172220054,,0,0,,0,0,14749,0.569957171,10.0239812,26132,1.009839364,17.76030081,,0,0,34.95650206
80351,80351,25877.383,0.1,1.784522003,82968,3.206197474,57.21529938,20912,0.808118812,14.42105801,18126,0.700457229,12.49981338,331164,12.7974301,228.3729559,563310,21.76842998,388.4624228,10128,0.391384245,6.984337963,707.9558874
80351b,80351,25877.383,0.1,1.784522003,83111,3.211723535,57.31391316,21354,0.825199364,14.72586422,14795,0.571734785,10.20273303,323769,12.51165931,223.2733134,554938,21.44490422,382.6890344,8365,0.323255253,5.768561124,693.9734193
80352,80352,25877.383,0.103,1.7784522,116953,4.519506474,78.03617702,24833,0.959641089,16.56966802,50423,1.948535522,33.64443968,316789,12.2419257,211.3755311,870558,33.64165534,580.8745239,,0,0,920.5003397
80352b,80352,25877.383,0.103,1.7784522,113239,4.37598346,75.55803314,23259,0.898815773,15.51942611,47950,1.852969444,31.99434549,299000,11.55449143,199.5059291,826072,31.92254797,551.1915113,,0,0,873.7692452
80353,80353,25877.383,0.102,1.783004552,64179,2.480119416,43.35357067,26833,1.036928657,18.12596584,35716,1.380201391,24.12652316,672441,25.98566478,454.2407706,1098817,42.46244684,742.2621179,23588,0.911529578,15.93393517,1298.042883
80353b,80353,25877.383,0.102,1.783004552,74405,2.875290751,50.26133822,30902,1.194170214,20.87461694,38785,1.498799164,26.19966404,734951,28.40128772,496.4669147,1191168,46.03123894,804.6461626,25226,0.974828096,17.04042091,1415.489117
80354,80354,25877.383,0.098,1.758725341,39726,1.535162965,27.55030621,,0,0,,0,0,,0,0,,0,0,,0,0,27.55030621
80354b,80354,25877.383,0.098,1.758725341,38908,1.503552349,26.98301652,,0,0,,0,0,,0,0,,0,0,,0,0,26.98301652
80355,80355,25877.383,0.099,1.784522003,15108,0.583830289,10.52381815,,0,0,,0,0,8909,0.344277472,6.205764888,18260,0.705635496,12.71941484,,0,0,29.44899788
80355b,80355,25877.383,0.099,1.784522003,13465,0.520338552,9.379349446,,0,0,,0,0,,0,0,12989,0.501944111,9.04778091,,0,0,18.42713036
80356,80356,25877.383,0.06,1.773899848,149172,5.764570552,170.4295138,,0,0,,0,0,76719,2.964712467,87.6517166,215711,8.335889298,246.450546,,0,0,504.5317764
80356b,80356,25877.383,0.06,1.773899848,149955,5.794828635,171.3240939,,0,0,,0,0,73011,2.821421316,83.41531408,210954,8.152060817,241.0156574,,0,0,495.7550655
80357,80357,25877.383,0.1,1.770864947,24549,0.948666254,16.79959816,,0,0,,0,0,49461,1.911360202,33.84760783,134482,5.196893365,92.02996292,,0,0,142.6771689
80357b,80357,25877.383,0.1,1.770864947,24697,0.954385534,16.90087889,,0,0,,0,0,48102,1.8588433,32.91760441,130530,5.04417313,89.32549382,,0,0,139.1439771
80358,80358,25877.383,0.098,1.767830046,16383,0.633101114,11.42056297,,0,0,,0,0,43716,1.689351663,30.47435334,77189,2.982875046,53.80832784,,0,0,95.70324414
80358b,80358,25877.383,0.098,1.767830046,16441,0.635342453,11.46099468,,0,0,,0,0,42785,1.6533743,29.82535473,75953,2.935111329,52.94671422,,0,0,94.23306363
80359,80359,25877.383,0.098,1.757207891,47269,1.826653028,32.75315422,,0,0,,0,0,89013,3.439799148,61.67798169,199842,7.722651089,138.472484,,0,0,232.9036199
80359b,80359,25877.383,0.098,1.757207891,48123,1.859654819,33.34489921,,0,0,,0,0,90353,3.491581819,62.60648085,197460,7.630601596,136.8219728,,0,0,232.7733529
80360,80360,25877.383,0.101,1.729893778,37762,1.459266573,24.99382342,,0,0,,0,0,194232,7.505859461,128.5578177,193543,7.479233893,128.101784,9733,0.37611995,6.442055064,288.0954801
80360b,80360,25877.383,0.101,1.729893778,38771,1.498258151,25.66165796,,0,0,,0,0,196267,7.584499561,129.9047386,189214,7.311944952,125.2365157,8656,0.334500595,5.729212846,286.5321251
80361,80361,25877.383,0.1,1.738998483,111802,4.320452343,75.13260068,15984,0.617682244,10.74148485,,0,0,198352,7.665071851,133.2954832,343880,13.28882445,231.0924556,,0,0,450.2620243
80361b,80361,25877.383,0.1,1.738998483,106732,4.124528358,71.72548555,15271,0.590129226,10.26233829,,0,0,188414,7.281029925,126.6169999,321270,12.4150885,215.8982006,,0,0,424.5030243
80362,80362,25877.383,0.101,1.763277693,4070,0.157280201,2.745828417,,0,0,,0,0,,0,0,,0,0,,0,0,2.745828417
80362b,80362,25877.383,0.101,1.763277693,4249,0.164197438,2.866590895,,0,0,,0,0,,0,0,,0,0,,0,0,2.866590895
80363,80363,25877.383,0.1,1.749620637,95506,3.690713238,64.57348048,28153,1.087938452,19.03479568,38335,1.481409461,25.91904565,450593,17.41261858,304.6547682,642036,24.81070053,434.0931367,21665,0.837217581,14.64813158,862.9233582
80363b,80363,25877.383,0.1,1.749620637,91965,3.553875599,62.1793409,26353,1.018379641,17.81778036,38396,1.483766732,25.96028895,426177,16.46909195,288.1466315,600445,23.2034669,405.9726455,19526,0.754558527,13.20191171,813.278599
80364,80364,25877.383,0.098,1.734446131,128754,4.97554177,88.05927724,66212,2.558682229,45.28465807,26012,1.00520211,17.79049909,490172,18.94210091,335.2454451,725417,28.03285788,496.1375702,44714,1.727918159,30.58143842,1013.098888
80364b,80364,25877.383,0.098,1.734446131,107593,4.157800656,73.58654346,58792,2.271945351,40.20986554,,0,0,425731,16.45185682,291.1720347,615589,23.78868837,421.0224336,37946,1.466377029,25.95257106,851.9434484
80365,80365,25877.383,0.101,1.745068285,14951,0.577763215,9.982537258,,0,0,,0,0,40458,1.563450214,27.01314242,70731,2.733313489,47.22592755,,0,0,84.22160723
80365b,80365,25877.383,0.101,1.745068285,14576,0.563271796,9.732155914,,0,0,,0,0,38136,1.473719348,25.46278114,67478,2.607605259,45.05395285,,0,0,80.24888991
80366,80366,25877.383,0.099,1.664643399,124382,4.806591146,80.82081033,21180,0.818475346,13.76231901,12328,0.47640057,8.010475389,219403,8.478562149,142.5634597,546969,21.13695191,355.4089644,,0,0,600.5660288
80366b,80366,25877.383,0.099,1.664643399,123648,4.778226608,80.34387255,18882,0.72967193,12.26912689,,0,0,213710,8.258563086,138.864268,539159,20.83514396,350.3341905,,0,0,581.8114579
80367,80367,25877.383,0.102,1.71016692,164793,6.368225102,106.7718422,29811,1.152009846,19.31499146,,0,0,672172,25.9752696,435.5102628,1100847,42.54089372,713.255188,25846,0.998787242,16.74600884,1291.598293
80367b,80367,25877.383,0.102,1.71016692,161440,6.238652495,104.5993835,28363,1.096053647,18.37681067,,0,0,636695,24.60430408,412.5241854,1057988,40.88465978,685.4862027,24172,0.934097548,15.66139927,1236.647982
80368,80368,25877.383,0.102,1.691957511,8406,0.324839649,5.38838121,,0,0,,0,0,,0,0,,0,0,,0,0,5.38838121
80368b,80368,25877.383,0.102,1.691957511,8575,0.331370448,5.496712929,,0,0,,0,0,,0,0,,0,0,,0,0,5.496712929
80369,80369,25877.383,0.101,1.752655539,52936,2.045647352,35.49816991,,0,0,,0,0,99379,3.840380614,66.64222132,192210,7.427721729,128.8934419,,0,0,231.0338331
80369b,80369,25877.383,0.101,1.752655539,54160,2.092947343,36.31896786,,0,0,,0,0,99626,3.849925628,66.8078562,197570,7.634852412,132.4877858,,0,0,235.6146099
80370,80370,25877.383,0.1,1.748103187,101430,3.919639015,68.51933452,,0,0,44164,1.706664078,29.83424913,231389,8.941746544,156.3109563,567041,21.91260994,383.0550327,27599,1.066529796,18.64404134,656.363614
80370b,80370,25877.383,0.1,1.748103187,100487,3.883197926,67.88230669,,0,0,42551,1.644331654,28.74461405,224008,8.656516774,151.3248456,555098,21.45108723,374.9871394,26517,1.024717221,17.9131144,640.8520202
80371,80371,25877.383,0.1,1.770864947,204017,7.883988887,139.6147956,13753,0.531467962,9.41157984,56803,2.195082865,38.871953,324150,12.52638259,221.8253185,630787,24.3759966,431.6659792,11367,0.439263893,7.778770308,849.1683965
80371b,80371,25877.383,0.1,1.770864947,214274,8.28035818,146.6339605,15472,0.597896627,10.58794178,57654,2.227968725,39.45431717,333176,12.87518139,228.0020741,644024,24.88752437,440.7244452,10957,0.423419942,7.498195325,872.900934
80372,80372,25877.383,0.1,1.748103187,176113,6.805672738,118.970182,18433,0.712320871,12.45210385,48034,1.856215522,32.4485627,279229,10.79046517,188.6284655,453278,17.51637714,306.204347,40896,1.580376192,27.62660657,686.3302676
80372b,80372,25877.383,0.1,1.748103187,178373,6.89300769,120.4968871,17703,0.684110909,11.9589646,49156,1.899573848,33.20651097,281392,10.87405168,190.0896439,453659,17.53110042,306.4617251,40859,1.578946372,27.60161184,689.8153435
80373,80373,25877.383,0.102,1.691957511,98610,3.810663544,63.21059614,,0,0,,0,0,76066,2.939478076,48.75952952,98163,3.793389772,62.92406195,,0,0,174.8941876
80373b,80373,25877.383,0.102,1.691957511,99079,3.828787478,63.51123268,,0,0,,0,0,75811,2.929623911,48.59607042,97029,3.749567721,62.19714971,,0,0,174.3044528
80376,80376,25877.383,0.101,1.734446131,184149,7.116214186,122.2048531,40050,1.547683551,26.57795788,144870,5.598324993,96.13854576,681262,26.3265416,452.0986951,1204381,46.54183926,799.2506239,162517,6.28027185,107.8494377,1604.120113
80376b,80376,25877.383,0.101,1.734446131,194575,7.519114279,129.1237492,45013,1.739472651,29.87150107,151202,5.843017434,100.3405839,709620,27.42240203,470.9176147,1259713,48.68007712,835.9700138,169685,6.557270494,112.6062617,1678.829724
80377,80377,25877.383,0.098,1.740515933,4755,0.183751193,3.263488564,,0,0,,0,0,,0,0,,0,0,,0,0,3.263488564
80377b,80377,25877.383,0.098,1.740515933,4859,0.187770147,3.334866653,,0,0,,0,0,,0,0,,0,0,,0,0,3.334866653
80378,80378,25877.383,0.1,1.770864947,139594,5.394440389,95.52825392,17275,0.667571369,11.82178737,25369,0.980354157,17.36074812,307500,11.88296359,210.4312369,723695,27.96631329,495.2456389,,0,0,830.3876652
80378b,80378,25877.383,0.1,1.770864947,141917,5.484209899,97.11795071,17811,0.688284437,12.18858784,24668,0.953264865,16.88103334,299936,11.59066201,205.2549706,722691,27.92751493,494.5585724,,0,0,826.0011149
80381,80381,25877.383,0.097,1.748103187,4578,0.176911243,3.188238229,,0,0,,0,0,,0,0,,0,0,,0,0,3.188238229
80381b,80381,25877.383,0.097,1.748103187,4926,0.19035928,3.430594477,,0,0,,0,0,,0,0,,0,0,,0,0,3.430594477
80382,80382,25877.383,0.098,1.725341426,40328,1.558426523,27.43691673,,0,0,,0,0,,0,0,,0,0,,0,0,27.43691673
